onset	duration	sample	trial_type	response_time	stim_file	value
251.3060000000	n/a	125653	STATUS	n/a	n/a	1
251.5960000000	n/a	125798	STATUS	n/a	n/a	2
458.5960000000	n/a	229298	STATUS	n/a	n/a	1
478.6760000000	n/a	239338	STATUS	n/a	n/a	1
499.1220000000	n/a	249561	STATUS	n/a	n/a	2
503.4200000000	n/a	251710	start of the trial	n/a	n/a	500
503.7600000000	n/a	251880	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
506.9100000000	n/a	253455	presentation of the task instruction	n/a	n/a	4
507.5800000000	n/a	253790	encoding: 7R	n/a	n/a	270
510.7200000000	n/a	255360	delay period: 7R	n/a	n/a	370
517.3800000000	n/a	258690	probe: 7R	n/a	n/a	70
519.3620000000	n/a	259681	Response: 7R: correct	n/a	n/a	4701
523.5600000000	n/a	261780	start of the trial	n/a	n/a	500
523.9200000000	n/a	261960	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
527.0600000000	n/a	263530	presentation of the task instruction	n/a	n/a	4
527.7300000000	n/a	263865	encoding: 7R	n/a	n/a	270
530.8700000000	n/a	265435	delay period: 7R	n/a	n/a	370
537.5300000000	n/a	268765	probe: 7R	n/a	n/a	70
539.4380000000	n/a	269719	Response: 7R: correct	n/a	n/a	4701
544.0100000000	n/a	272005	start of the trial	n/a	n/a	500
544.3400000000	n/a	272170	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
547.5100000000	n/a	273755	presentation of the task instruction	n/a	n/a	4
548.1500000000	n/a	274075	encoding: 7R	n/a	n/a	270
551.3000000000	n/a	275650	delay period: 7R	n/a	n/a	370
557.9800000000	n/a	278990	probe: 7R	n/a	n/a	70
559.3720000000	n/a	279686	Response: 7R: correct	n/a	n/a	4701
564.5600000000	n/a	282280	start of the trial	n/a	n/a	500
564.9200000000	n/a	282460	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
568.0600000000	n/a	284030	presentation of the task instruction	n/a	n/a	4
568.7300000000	n/a	284365	encoding: 7R	n/a	n/a	270
571.8700000000	n/a	285935	delay period: 7R	n/a	n/a	370
578.5400000000	n/a	289270	probe: 7R	n/a	n/a	70
580.9140000000	n/a	290457	Response: 7R: correct	n/a	n/a	4701
585.1200000000	n/a	292560	start of the trial	n/a	n/a	500
585.4600000000	n/a	292730	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
588.6500000000	n/a	294325	presentation of the task instruction	n/a	n/a	4
589.2800000000	n/a	294640	encoding: 7R	n/a	n/a	270
592.4300000000	n/a	296215	delay period: 7R	n/a	n/a	370
599.0800000000	n/a	299540	probe: 7R	n/a	n/a	70
601.1420000000	n/a	300571	Response: 7R: correct	n/a	n/a	4701
605.6900000000	n/a	302845	start of the trial	n/a	n/a	500
606.0200000000	n/a	303010	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
609.1900000000	n/a	304595	presentation of the task instruction	n/a	n/a	4
609.8300000000	n/a	304915	encoding: 7R	n/a	n/a	270
612.9800000000	n/a	306490	delay period: 7R	n/a	n/a	370
619.6600000000	n/a	309830	probe: 7R	n/a	n/a	70
622.8080000000	n/a	311404	Response: 7R: correct	n/a	n/a	4701
626.0700000000	n/a	313035	start of the trial	n/a	n/a	500
626.4400000000	n/a	313220	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
629.5800000000	n/a	314790	presentation of the task instruction	n/a	n/a	4
630.2400000000	n/a	315120	encoding: 7R	n/a	n/a	270
633.3800000000	n/a	316690	delay period: 7R	n/a	n/a	370
640.0400000000	n/a	320020	probe: 7R	n/a	n/a	70
643.6620000000	n/a	321831	Response: 7R: error	n/a	n/a	4700
646.5200000000	n/a	323260	start of the trial	n/a	n/a	500
646.8500000000	n/a	323425	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
650.0100000000	n/a	325005	presentation of the task instruction	n/a	n/a	4
650.6800000000	n/a	325340	encoding: 7R	n/a	n/a	270
653.8300000000	n/a	326915	delay period: 7R	n/a	n/a	370
660.4800000000	n/a	330240	probe: 7R	n/a	n/a	70
664.6400000000	n/a	332320	Response: 7R: correct	n/a	n/a	4701
666.8200000000	n/a	333410	start of the trial	n/a	n/a	500
667.1500000000	n/a	333575	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
670.3300000000	n/a	335165	presentation of the task instruction	n/a	n/a	4
670.9600000000	n/a	335480	encoding: 7R	n/a	n/a	270
674.1300000000	n/a	337065	delay period: 7R	n/a	n/a	370
680.7900000000	n/a	340395	probe: 7R	n/a	n/a	70
684.5800000000	n/a	342290	Response: 7R: error	n/a	n/a	4700
687.2700000000	n/a	343635	start of the trial	n/a	n/a	500
687.6000000000	n/a	343800	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
690.7700000000	n/a	345385	presentation of the task instruction	n/a	n/a	4
691.4100000000	n/a	345705	encoding: 7R	n/a	n/a	270
694.5800000000	n/a	347290	delay period: 7R	n/a	n/a	370
701.2200000000	n/a	350610	probe: 7R	n/a	n/a	70
704.3400000000	n/a	352170	Response: 7R: correct	n/a	n/a	4701
707.4200000000	n/a	353710	start of the trial	n/a	n/a	500
707.7500000000	n/a	353875	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
710.9200000000	n/a	355460	presentation of the task instruction	n/a	n/a	4
711.5600000000	n/a	355780	encoding: 7R	n/a	n/a	270
714.7300000000	n/a	357365	delay period: 7R	n/a	n/a	370
721.3700000000	n/a	360685	probe: 7R	n/a	n/a	70
723.8720000000	n/a	361936	Response: 7R: error	n/a	n/a	4700
727.7200000000	n/a	363860	start of the trial	n/a	n/a	500
728.0500000000	n/a	364025	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
731.2200000000	n/a	365610	presentation of the task instruction	n/a	n/a	4
731.8600000000	n/a	365930	encoding: 7R	n/a	n/a	270
735.0300000000	n/a	367515	delay period: 7R	n/a	n/a	370
741.6700000000	n/a	370835	probe: 7R	n/a	n/a	70
744.4960000000	n/a	372248	Response: 7R: correct	n/a	n/a	4701
747.9800000000	n/a	373990	start of the trial	n/a	n/a	500
748.3500000000	n/a	374175	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
751.4900000000	n/a	375745	presentation of the task instruction	n/a	n/a	4
752.1500000000	n/a	376075	encoding: 7R	n/a	n/a	270
755.2900000000	n/a	377645	delay period: 7R	n/a	n/a	370
761.9700000000	n/a	380985	probe: 7R	n/a	n/a	70
766.4780000000	n/a	383239	Response: 7R: correct	n/a	n/a	4701
768.2600000000	n/a	384130	start of the trial	n/a	n/a	500
768.6000000000	n/a	384300	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
771.7700000000	n/a	385885	presentation of the task instruction	n/a	n/a	4
772.4000000000	n/a	386200	encoding: 7R	n/a	n/a	270
775.5600000000	n/a	387780	delay period: 7R	n/a	n/a	370
782.2400000000	n/a	391120	probe: 7R	n/a	n/a	70
785.2320000000	n/a	392616	Response: 7R: correct	n/a	n/a	4701
788.8100000000	n/a	394405	start of the trial	n/a	n/a	500
789.1500000000	n/a	394575	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
792.3200000000	n/a	396160	presentation of the task instruction	n/a	n/a	4
792.9500000000	n/a	396475	encoding: 7R	n/a	n/a	270
796.1300000000	n/a	398065	delay period: 7R	n/a	n/a	370
802.7900000000	n/a	401395	probe: 7R	n/a	n/a	70
804.0760000000	n/a	402038	Response: 7R: correct	n/a	n/a	4701
809.3800000000	n/a	404690	start of the trial	n/a	n/a	500
809.7500000000	n/a	404875	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
812.8900000000	n/a	406445	presentation of the task instruction	n/a	n/a	4
813.5500000000	n/a	406775	encoding: 7R	n/a	n/a	270
816.6900000000	n/a	408345	delay period: 7R	n/a	n/a	370
823.3500000000	n/a	411675	probe: 7R	n/a	n/a	70
826.4040000000	n/a	413202	Response: 7R: error	n/a	n/a	4700
829.8300000000	n/a	414915	start of the trial	n/a	n/a	500
830.1600000000	n/a	415080	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
833.3300000000	n/a	416665	presentation of the task instruction	n/a	n/a	4
833.9700000000	n/a	416985	encoding: 7R	n/a	n/a	270
837.1400000000	n/a	418570	delay period: 7R	n/a	n/a	370
843.8000000000	n/a	421900	probe: 7R	n/a	n/a	70
847.5860000000	n/a	423793	Response: 7R: correct	n/a	n/a	4701
850.1100000000	n/a	425055	start of the trial	n/a	n/a	500
850.4500000000	n/a	425225	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
853.6200000000	n/a	426810	presentation of the task instruction	n/a	n/a	4
854.2500000000	n/a	427125	encoding: 7R	n/a	n/a	270
857.4200000000	n/a	428710	delay period: 7R	n/a	n/a	370
864.0800000000	n/a	432040	probe: 7R	n/a	n/a	70
866.2040000000	n/a	433102	Response: 7R: error	n/a	n/a	4700
870.5300000000	n/a	435265	start of the trial	n/a	n/a	500
870.8600000000	n/a	435430	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
874.0200000000	n/a	437010	presentation of the task instruction	n/a	n/a	4
874.6900000000	n/a	437345	encoding: 7R	n/a	n/a	270
877.8200000000	n/a	438910	delay period: 7R	n/a	n/a	370
884.5000000000	n/a	442250	probe: 7R	n/a	n/a	70
886.1000000000	n/a	443050	Response: 7R: correct	n/a	n/a	4701
890.8900000000	n/a	445445	start of the trial	n/a	n/a	500
891.2300000000	n/a	445615	start of the baseline period: Retention of 7 letters (7R)	n/a	n/a	170
894.4000000000	n/a	447200	presentation of the task instruction	n/a	n/a	4
895.0300000000	n/a	447515	encoding: 7R	n/a	n/a	270
